DOCKET,RPT_PERIOD,OUTG_SEQ,Refuel_Cycle,Outage_Date_Time,OUTG_DATE,OUTG_TYPE,OUTG_HRS,OUTG_REASN,OUTG_METH,OUTG_LER,OUTG_SYSTM,OUTG_COMP,DESCRIP,,,,,,,,,,,,,,,,,,,,,,,,,
265,201404,Q2F66,,03/31/2014 20:14:00,03/31/2014 00:00:00,F,144,A,4,,,,"Replaced Hydraulic Control Unit (HCU) valve, 2-0305-101-18-27, to eliminate Pressure Boundary Leakagage. Manual scram 04/02/14 during S/U (8%) due to steam leak and subsequent fire and electrical issues. Transitioned to Refueling Outage (Q2R22) 04/07/14.",,,,,,,,,,,,,,,,,,,,,,,,,
266,201511,117,,11/28/2015 19:12:00,11/28/2015 00:00:00,F,52.8,A,3,,,,"AR 2094061, unplanned automatic turbine trip and reactor trip due to main electrical generator lockout. Root Cause investigation is in progress.",,,,,,,,,,,,,,,,,,,,,,,,,
266,200512,0105,,,12/13/2005 00:00:00,F,55.25,A,2,,,,MANUAL REACTOR TRIP DUE TO CIRC WATER COUPLING BOLT FAILURE.,,,,,,,,,,,,,,,,,,,,,,,,,
266,200706,0106,,,06/05/2007 00:00:00,F,98.23,A,2,,,,"UNIT 1 MANUAL TRIP - UNIT 1 ""B"" MAIN FEEDWATER VAVLE FAILURE.",,,,,,,,,,,,,,,,,,,,,,,,,
266,200706,0107,,,06/15/2007 00:00:00,F,208.85,A,1,,,,PERFORMED UNIT 1 CONTROLLED RAMPDOWN BECAUSE OF 1P-029-T TURBINE-DRIVEN AUXILIARY FEEDWATER PUMP THRUST BEARING ISSUES.,,,,,,,,,,,,,,,,,,,,,,,,,
266,200801,0108,,,01/16/2008 00:00:00,F,364.72,A,1,,,,EQUIPMENT ISSUES RELATED TO 1X-04 TRANSFORMER.,,,,,,,,,,,,,,,,,,,,,,,,,
266,200802,0108,,,01/16/2008 00:00:00,F,95.93,A,4,,,,EQUIPMENT ISSUES RELATED TO 1X-04 TRANSFORMER.,,,,,,,,,,,,,,,,,,,,,,,,,
266,199905,3,,,05/14/1999 00:00:00,F,212,A,2,26699005,HH,HTEXCH,"UNIT WAS TAKEN TO HOT SHUTDOWN CONDITION FOLLOWING A STEAM LEAK ON THE NO. 4B FEEDWATER HEATER. REPAIRS WERE MADE, REACTOR MADE CRITICAL 5/20/99. GENERATOR WAS PLACED ON LINE ON 5/23/99.",,,,,,,,,,,,,,,,,,,,,,,,,
266,200109,3,,,09/06/2001 00:00:00,F,266.5,A,1,,CI,PUMPXX,UNIT 1 OUTAGE FOR REPAIR OF 1P-1B RCP SEAL.,,,,,,,,,,,,,,,,,,,,,,,,,
266,200307,1,,,07/15/2003 00:00:00,F,221.8,A,3,,,,REACTOR TRIP DUE TO FAILURE OF 1G06 ROD DRIVE MG VOLTAGE REGULATOR.,,,,,,,,,,,,,,,,,,,,,,,,,
266,201208,111,,08/14/2012 20:31:00,08/14/2012 00:00:00,F,46.9,A,2,,,,Unit 1 manual shutdown from 100% power initiated because of a turbine speed control card failure. Card was replaced. Generator breaker open time was 20:31:31. Generator breaker closed time was 19:25:40.,,,,,,,,,,,,,,,,,,,,,,,,,
266,201308,113,,08/19/2013 05:49:00,08/19/2013 00:00:00,F,31.87,A,1,,,,Unit 1 main generator was taken offline due to a 1X-01C transformer cooling malfunction. Malfunction was repaired and the unit was placed back online.,,,,,,,,,,,,,,,,,,,,,,,,,
266,201412,116,,12/02/2014 20:51:00,12/02/2014 00:00:00,F,39.28,A,2,,,,Forced outage due to failure of 1P-25B Condensate Pump motor. Motor and pump were replaced. EN#50649.,,,,,,,,,,,,,,,,,,,,,,,,,
266,201512,117,,11/28/2015 19:12:00,11/28/2015 00:00:00,F,35.93,A,4,,,,"AR 2094061, unplanned automatic turbine trip and reactor trip due to main electrical generator lockout. Root Cause investigation is in progress.",,,,,,,,,,,,,,,,,,,,,,,,,
269,201601,1,,01/07/2016 22:35:00,01/07/2016 00:00:00,F,29.1,A,1,,,,Shutdown to repair the Unit 1 Motor Operated Disconnect (MOD) after a hotspot was reported during scheduled thermal scans.,,,,,,,,,,,,,,,,,,,,,,,,,
269,201603,2,,03/06/2016 15:12:00,03/06/2016 00:00:00,F,546.52,A,3,,,,"Unit 1's Main Step Up (MSU) Transformer catastrophic fault resulting in an transformer explosion, unit trip, and a fire at the transformer. Emergency power was threatened (but never lost) by the damage that the fire caused.",,,,,,,,,,,,,,,,,,,,,,,,,
269,200702,2,,,02/15/2007 00:00:00,F,197.72,A,3,,,,THE UNIT 1 TURBINE TRIPPED DUE TO A GENERATOR LOCKOUT CAUSED BY THE OCONEE UNIT 1 MAIN GENERATOR DETECTING A MAJOR FAULT ON THE 230 KV SYSTEM.,,,,,,,,,,,,,,,,,,,,,,,,,
269,200612,1,,,12/15/2006 00:00:00,F,46.83,A,1,,,,A GENERATOR DIFFERENTIAL LOCK-OUT OCCURRED WHICH RESULTED IN BOTHU1 GENERATOR OUTPUT BREAKERS OPENING.,,,,,,,,,,,,,,,,,,,,,,,,,
269,200909,1,,,09/02/2009 00:00:00,S,40.95,A,1,,,,SHUT DOWN DUE TO REPAIR 1 FDW41 (FEEDWATER VALVE). VALVE DEMAND AND ACTUAL VALVE POSITION WERE MISMATCHED.,,,,,,,,,,,,,,,,,,,,,,,,,
269,201008,1,,,08/08/2010 00:00:00,F,44.7,A,2,,,,SCRAMMED DUE TO HIGH VIBRATION ON TWO RCPS.  THE ACTUAL PROBLEM WAS ERRONEOUS VIBRATION INDICATION DUE TO A BAD POWER SUPPLY.,,,,,,,,,,,,,,,,,,,,,,,,,
269,200409,5,,,09/04/2004 00:00:00,S,52.4,A,1,,,,INSPECTION OF HEATER DRAIN PIPING.,,,,,,,,,,,,,,,,,,,,,,,,,
269,200101,2,,,01/02/2001 00:00:00,F,274.5,A,9,,,,DELAY DUE TO REACTOR VESSEL HEAD THERMOCOUPLE & CONTROL ROD DRIVE MECHANISM REPAIRS.,,,,,,,,,,,,,,,,,,,,,,,,,
269,200101,3,,,01/13/2001 00:00:00,F,53.7,A,1,,,,HIGH TURBINE/GENERATOR BEARING VIBRATION.,,,,,,,,,,,,,,,,,,,,,,,,,
269,200101,4,,,01/15/2001 00:00:00,F,15.5,A,1,,,,TRIPPED TURBINE/GENERATOR DUE TO HIGH VIBRATION.,,,,,,,,,,,,,,,,,,,,,,,,,
269,199808,4,,,08/08/1998 00:00:00,F,424.5,A,1,,CG,PUMPXX,"REPAIR ""1A2"" REACTOR COOOLANT PUMP HIGH SEAL FLOW.",,,,,,,,,,,,,,,,,,,,,,,,,
269,199702,2,,,01/24/1997 00:00:00,S,284.9,A,4,,HJ,PIPEXX,OUTAGE EXTENDED DUE TO MOISTURE SEPARATOR REHEATER DRAIN LINE AND ASSOCIATED PIPING REPAIR ACTIVITIES.,,,,,,,,,,,,,,,,,,,,,,,,,
269,199702,2-P,,,02/13/1997 00:00:00,F,0,A,9,,HJ,PUMPXX,"POWER HOLD TO START ""1D1"" & ""1D2"" HEATER DRAIN PUMP.",,,,,,,,,,,,,,,,,,,,,,,,,
269,199702,3-P,,,02/13/1997 00:00:00,F,0,A,5,,HH,PUMPXX,"POWER REDUCTION DUE TO ""1B"" MAIN FEEDWATER PUMP MECHANICAL SPEED CONTROL.",,,,,,,,,,,,,,,,,,,,,,,,,
269,199702,4-P,,,02/13/1997 00:00:00,F,0,A,5,,HH,PUMPXX,"POWER REDUCTION DUE TO ""1B"" MAIN FEEDWATER PUMP MECHANICAL SPEED CONTROL.",,,,,,,,,,,,,,,,,,,,,,,,,
269,199702,6-P,,,02/13/1997 00:00:00,F,0,A,9,,CB,XXXXXX,POWER HOLD TO INVESTIGATE REACTOR COOLANT SYSTEM REACTIVITY.,,,,,,,,,,,,,,,,,,,,,,,,,
269,199702,8-P,,,02/15/1997 00:00:00,F,0,A,9,,HB,XXXXXX,POWER HOLD DUE TO FEEDWATER SWINGS.,,,,,,,,,,,,,,,,,,,,,,,,,
269,199702,9-P,,,02/15/1997 00:00:00,F,0,A,5,,CB,PUMPXX,"POWER REDUCTION DUE TO ""1A1"" REACTOR COOLANT PUMP VIBRATION PROBLEMS.",,,,,,,,,,,,,,,,,,,,,,,,,
269,199702,10-P,,,02/18/1997 00:00:00,F,0,A,5,,IF,INSTRU,POWER REDUCTION TO INVESTIGATE INTEGRATED CONTROL SYSTEM CONTROL PROBLEMS.,,,,,,,,,,,,,,,,,,,,,,,,,
269,199702,11-P,,,02/18/1997 00:00:00,F,0,A,5,,IF,INSTRU,POWER REDUCTION DUE TO INTEGRATED CONTROL SYSTEM CONTROL PROBLEMS.,,,,,,,,,,,,,,,,,,,,,,,,,
269,199703,12-P,,,03/28/1997 00:00:00,F,0,A,5,,WG,INSTRU,POWER REDUCTION DUE TO AUXILIARY STEAM HEADER CONTROL PROBLEMS.,,,,,,,,,,,,,,,,,,,,,,,,,
269,199703,3,,,03/28/1997 00:00:00,F,81.3,A,1,,CB,PUMPXX,REPAIR '1A1' REACTOR COOLANT PUMP VIBRATION PROBLEMS.,,,,,,,,,,,,,,,,,,,,,,,,,
269,199704,3,,,03/28/1997 00:00:00,F,255.2,A,4,,CB,PUMPXX,"REPAIR ""1A1"" REACTOR COOLANT PUMP VIBRATION PROBLEMS",,,,,,,,,,,,,,,,,,,,,,,,,
269,199704,13P,,,04/11/1997 00:00:00,F,0,A,5,,HJ,VALVEX,"POWER REDUCTION TO REPAIR HEATER DRAIN VALVE ""1HD-26"".",,,,,,,,,,,,,,,,,,,,,,,,,
269,199704,14-P,,,04/12/1997 00:00:00,F,0,A,5,,HH,PUMPXX,"POWER REDUCTION FOR ""1A"" MAIN FEEDWATER PUMP TRIP.",,,,,,,,,,,,,,,,,,,,,,,,,
269,199706,4,,,06/13/1997 00:00:00,F,415.5,A,1,,SF,XXXXXX,INSPECTION OF HIGH PRESSURE INJECTION FLOW NOZZLES.,,,,,,,,,,,,,,,,,,,,,,,,,
269,199707,4,,,06/13/1997 00:00:00,F,62.9,A,4,,SF,XXXXXX,INSPECTION OF HIGH PRESSURE INJECTION FLOW NOZZLES.,,,,,,,,,,,,,,,,,,,,,,,,,
269,199707,15-P,,,07/03/1997 00:00:00,F,0,A,9,,IA,XXXXXX,POWER HOLD TO ADJUST REACTOR PROTECTION SYSTEM TRIP SETPOINTS,,,,,,,,,,,,,,,,,,,,,,,,,
269,199707,16-P,,,07/04/1997 00:00:00,F,0,A,9,,CB,PUMPXX,"POWER HOLD DUE TO ""1A1"" REACTOR COOLANT PUMP.",,,,,,,,,,,,,,,,,,,,,,,,,
269,199707,17-P,,,07/17/1997 00:00:00,F,0,A,9,,CB,PUMPXX,"POWER HOLD DUE TO ""1A1"" REACTOR COOLANT PUMP.",,,,,,,,,,,,,,,,,,,,,,,,,
269,199708,17-P,,,08/01/1997 00:00:00,F,0,A,5,,CB,PUMPXX,"POWER REDUCTION DUE TO ""1A1"" REACTOR COOLANT PUMP.",,,,,,,,,,,,,,,,,,,,,,,,,
269,199711,6,,,11/14/1997 00:00:00,S,38,A,9,,SA,,OUTAGE DELAY OF 1.58 DAYS DUE TO REACTOR BUILDING HIGH TEMPERATURES.,,,,,,,,,,,,,,,,,,,,,,,,,
269,199711,7,,,11/15/1997 00:00:00,S,61,A,9,,SE,RECOMB,OUTAGE DELAY DUE OF 2.54 DAYS DUE TO HYDROGEN RECOMBINER MODIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,
269,199712,9,,,12/01/1997 00:00:00,F,51,A,9,,FD,,OUTAGE DELAY DUE TO JIB HOST PROBLEMS.,,,,,,,,,,,,,,,,,,,,,,,,,
269,199712,10,,,12/03/1997 00:00:00,F,90,A,9,,FD,FUELXX,OUTAGE DELAY DUE TO FUEL HANDLING EQUIPMENT PROBLEMS.,,,,,,,,,,,,,,,,,,,,,,,,,
269,199712,11,,,12/07/1997 00:00:00,F,333,A,9,,WA,,OUTAGE DELAY DUE TO LOW PRESSURE SERVICE WATER MODIFICATIONS.,,,,,,,,,,,,,,,,,,,,,,,,,
269,199712,13,,,12/22/1997 00:00:00,F,35,A,9,,CA,INSTRU,"OUTAGE DELAY DUE TO 1LT-5 ""A"" & ""B"" REACTOR VESSEL LEVEL INSTRUMENTATION.",,,,,,,,,,,,,,,,,,,,,,,,,
269,199712,18,,,12/28/1997 00:00:00,F,80.1,A,1,,CH,HTEXCH,"STEAM GENERATOR ""1A"" TUBE LEAK.",,,,,,,,,,,,,,,,,,,,,,,,,
269,199801,18,,,12/28/1997 00:00:00,F,624.8,A,4,,CH,HTEXCH,STEAM GENERATOR '1A' TUBE LEAK.,,,,,,,,,,,,,,,,,,,,,,,,,
269,199801,2,,,01/27/1998 00:00:00,F,119.2,A,9,,CB,PIPEXX,PRESSURIZER DRAIN LINE LEAK.,,,,,,,,,,,,,,,,,,,,,,,,,
269,199802,2,,,01/27/1998 00:00:00,F,243,A,4,,CB,PIPEXX,PRESSURIZER DRAIN LINE LEAK.,,,,,,,,,,,,,,,,,,,,,,,,,
269,199907,2,,,07/04/1999 00:00:00,F,46,A,9,,,,DELAY DUE TO POLAR CRANE REPAIRS.,,,,,,,,,,,,,,,,,,,,,,,,,
269,199907,3,,,07/05/1999 00:00:00,F,13,A,9,,,,DELAY DUE TO (1LP20) LOW PRESSURE INJECTION VALVE REPAIR.,,,,,,,,,,,,,,,,,,,,,,,,,
269,199907,4,,,07/06/1999 00:00:00,F,14.08,A,9,,,,DELAY DUE TO (1B1) REACTOR COOLANT PUMP REPAIR.,,,,,,,,,,,,,,,,,,,,,,,,,
269,199907,5,,,07/07/1999 00:00:00,F,46.02,A,9,,,,DELAY DUE TO A REACTOR TRIP CAUSED BY LOSS OF MAIN FEEDWATER.,,,,,,,,,,,,,,,,,,,,,,,,,
269,199907,6,,,07/09/1999 00:00:00,F,91.65,A,1,,,,TURBINE/GENERATOR HIGH VIBRATION.,,,,,,,,,,,,,,,,,,,,,,,,,
269,199908,8,,,08/18/1999 00:00:00,F,76.6,A,3,,,,REACTOR TRIP DUE TO CONTROL ROD DRIVE GROUP 5 DROPPING INTO CORE.,,,,,,,,,,,,,,,,,,,,,,,,,
269,199909,9,,,09/07/1999 00:00:00,F,8,A,1,,,,INVESTIGATE/REPAIR '1A2' T-HOT AND T-COLD LEG TEMPERATURE INSTRUMENT NOT INDICATING CORRECTLY.,,,,,,,,,,,,,,,,,,,,,,,,,
269,200002,1,,,02/16/2000 00:00:00,F,130.9,A,1,,,,REPAIR REACTOR COOLANT SYSTEM PRESSURE BOUNDARY PIPING LEAK.,,,,,,,,,,,,,,,,,,,,,,,,,
269,200002,2,,,02/22/2000 00:00:00,F,186,A,9,,,,REPLACE REACTOR COOLANT PUMP SEALS ON 3 REACTOR COOLANT PUMPS.,,,,,,,,,,,,,,,,,,,,,,,,,
269,200003,2,,,02/22/2000 00:00:00,F,86.4,A,4,,,,REPLACE REACTOR COOLANT PUMP SEAL ON 3 REACTOR COOLANT PUMPS.,,,,,,,,,,,,,,,,,,,,,,,,,
269,200105,6,,,05/21/2001 00:00:00,F,64.8,A,1,,,,ELECTRICAL GENERATOR SEAL OIL TANK LEVEL.,,,,,,,,,,,,,,,,,,,,,,,,,
269,200109,7,,,09/12/2001 00:00:00,F,90.4,A,3,,,,GENERATOR TRIPPED DUE TO GENERATOR BUS DISCONNECT SWITCH FAULT.,,,,,,,,,,,,,,,,,,,,,,,,,
269,200204,2,,,04/23/2002 00:00:00,S,141,A,9,,,,OUTAGE EXTENDED 5.87 DAYS DUE TO AUTOMATIC FEEDWATER ISOLATION SYSTEM PROBLEMS DURING MODIFICATION INSTALLATION.,,,,,,,,,,,,,,,,,,,,,,,,,
269,200204,3,,,04/30/2002 00:00:00,F,17.8,A,1,,,,TURBINE/GENERATOR HIGH VIBRATIONS ON #7 BEARING.,,,,,,,,,,,,,,,,,,,,,,,,,
269,200208,4,,,08/14/2002 00:00:00,F,68.3,A,1,,,,PERMANENT MAGNET GENERATOR FAILURE.,,,,,,,,,,,,,,,,,,,,,,,,,
269,200312,2,,,12/09/2003 00:00:00,F,96,A,9,,,,OUTAGE DELAY OF 4 DAYS DUE TO LOW PRESSURE INJECTION CROSSOVER MODIFICATION.,,,,,,,,,,,,,,,,,,,,,,,,,
269,200312,3,,,12/13/2003 00:00:00,F,120,A,9,,,,OUTAGE DELAY OF 5 DAYS DUE TO STEAM GENERATOR REPLACEMENT ACTIVITIES.,,,,,,,,,,,,,,,,,,,,,,,,,
269,200312,4,,,12/18/2003 00:00:00,F,24,A,9,,,,OUTAGE DELAY OF 1 DAY DUE TO HIGH TURBINE VIBRATIONS.,,,,,,,,,,,,,,,,,,,,,,,,,
269,200312,5,,,12/19/2003 00:00:00,F,288.12,A,9,,,,OUTAGE DELAY OF 12.01 DAYS DUE TO REACTOR COOLANT PUMP SEAL O-RING LEAKING,,,,,,,,,,,,,,,,,,,,,,,,,
269,200401,1,,,01/01/2004 00:00:00,F,76.3,A,9,,,,OUTAGE DELAY OF 3.18 DAYS DUE TO REACTOR COOLANT PUMP SEAL O-RINGS LEAKING.,,,,,,,,,,,,,,,,,,,,,,,,,
269,200401,2,,,01/04/2004 00:00:00,F,52.77,A,9,,,,OUTAGE DELAY OF 2.20 DAYS DUE TO MULTIPLE FUSES BLOWN IN GENERATOR REGULATOR DRAWERS.,,,,,,,,,,,,,,,,,,,,,,,,,
269,200401,4,,,01/08/2004 00:00:00,F,51.55,A,1,,,,REACTOR COOLANT SYSTEM PIPING LEAK.,,,,,,,,,,,,,,,,,,,,,,,,,
270,200702,2,,,02/15/2007 00:00:00,F,90.15,A,3,,,,UNIT 2 TURBINE TRIPPED DUE TO A GENERATOR LOCKOUT CAUSED BY THE OCONEE UNIT 2 MAIN GENERATOR DETECTING A MAJOR FAULT ON THE 230 KV SYSTEM.,,,,,,,,,,,,,,,,,,,,,,,,,
270,200609,2,,,09/01/2006 00:00:00,S,88.17,A,1,,,,THIS WAS A PLANNED SHUTDOWN TO INVESTIGATE INCREASING TURBINE OIL TEMPERATURE.  RX REMAINED CRITICAL.,,,,,,,,,,,,,,,,,,,,,,,,,
270,200803,1,,,03/31/2008 00:00:00,F,10.13,A,3,,,,TURBINE TRIP/REACTOR SCRAM ORGINATED FROM CALIBRATION OF THE CONENSER PRESSURE TRANSMITTER WHICH CAUSED A LOSS OF VACUUM ON THE IMPULSE LINE COMMON TO THE TURBINE TRIP SWITCHES.,,,,,,,,,,,,,,,,,,,,,,,,,
270,200804,1,,,03/31/2008 00:00:00,F,39.9,A,4,,,,TURBUINE TRIP/RX SCRAM ORIGINATED FROM CALIBRATION OF THE CONDENSER PRESSURE TRANSMITTER WHICH CAUSED A LOSS OF VACUUM ON THE IMPULSE  LINE COMMON TO THE TURBINE TRIP SWITCHES.,,,,,,,,,,,,,,,,,,,,,,,,,
270,200809,2,,,09/24/2008 00:00:00,F,86.92,A,1,,,,TURBINE WAS TAKEN OFFLINE TO REPAIR U2 MAIN TRANSFORMER OIL LEAK.,,,,,,,,,,,,,,,,,,,,,,,,,
270,200812,2,,,12/13/2008 00:00:00,F,4.25,A,1,,,,TURBINE TRIPPED DUE TO 2B STEAM GENERATOR PRESSURE FAILING TO ZERO.,,,,,,,,,,,,,,,,,,,,,,,,,
270,200812,1,,,12/13/2008 00:00:00,F,1.68,A,1,,,,PLACED TURBINE OFFLINE TO REPAIR MW/MVAR WIRING.,,,,,,,,,,,,,,,,,,,,,,,,,
270,201005,1,,,05/30/2010 00:00:00,F,26.45,A,1,,,,2RC-1 REPAIR,,,,,,,,,,,,,,,,,,,,,,,,,
270,201006,1,,,05/30/2010 00:00:00,F,57.48,A,4,,,,2RC-1 REPAIR,,,,,,,,,,,,,,,,,,,,,,,,,
270,200406,2,,,06/05/2004 00:00:00,F,205.95,A,9,,,,"OUTAGE DELAY OF 8.58 DAYS DUE TO ""2A"" REACTOR BUILDING COOLING UNIT FAN ASSEMBLY FAILURE.",,,,,,,,,,,,,,,,,,,,,,,,,
270,200406,3,,,06/13/2004 00:00:00,F,28.57,A,9,,,,OUTAGE DELAY OF 1.19 DAYS DUE TO  MAIN TURBINE TRIP DUE TO LOW BEARING OIL PRESSURE.,,,,,,,,,,,,,,,,,,,,,,,,,
270,200406,4,,,06/26/2004 00:00:00,S,43.95,A,1,,,,REPAIR MOTOR SUCTION OIL PUMP DISCHARGE CHECK VALVE.,,,,,,,,,,,,,,,,,,,,,,,,,
270,199906,3,,,06/19/1999 00:00:00,F,99.8,A,3,,,,REACTOR/TURBINE TRIP DUE TO MOISTURE SEPARATOR DRAIN TANK HIGH LEVEL ALARM.,,,,,,,,,,,,,,,,,,,,,,,,,
270,199912,5,,,12/21/1999 00:00:00,F,45,A,3,,,,REACTOR TRIP DUE TO REACTOR PROTECTION SYSTEM HIGH REACTOR COOLANT SYSTEM PRESSURE.,,,,,,,,,,,,,,,,,,,,,,,,,
270,199912,6,,,12/24/1999 00:00:00,F,79,A,3,,,,(REACTOR TRIP) HIGH REACTOR COOLANT SYSTEM PRESSURE DUE TO MAIN TURBINE VALVES CLOSING.,,,,,,,,,,,,,,,,,,,,,,,,,
270,199811,9,,,11/03/1998 00:00:00,F,49.3,A,3,,HH,PUMPXX,REACTOR/TURBINE TRIP DUE TO BOTH MAIN FEEDWATER PUMPS TRIPPING.,,,,,,,,,,,,,,,,,,,,,,,,,
270,199806,7,,,06/03/1998 00:00:00,F,62.3,A,3,,HH,HTEXCH,(TURBIN/REACTOR TRIP) LOW MAIN CONDENSER VACUUM.,,,,,,,,,,,,,,,,,,,,,,,,,
270,199809,8,,,09/19/1998 00:00:00,S,145.6,A,1,,HH,PIPEXX,REPAIR FEEDWATER RISER LINE LEAK.,,,,,,,,,,,,,,,,,,,,,,,,,
270,199701,1,,,09/24/1996 00:00:00,F,360,A,4,,HJ,PIPEXX,SECOND STAGE REHEATER DRAIN LINE RUPTURE.,,,,,,,,,,,,,,,,,,,,,,,,,
270,199701,2,,,01/16/1997 00:00:00,F,384,A,9,,HJ,PIPEXX,OUTAGE DELAY DUE TO 2ND STAGE REHEATER DRAIN LINE RUPTURE REPAIR ACTIVITIES.,,,,,,,,,,,,,,,,,,,,,,,,,
270,199702,2,,,01/16/1997 00:00:00,F,70.1,A,4,,HJ,PIPEXX,OUTAGE DELAY DUE TO 2ND STAGE REHEATER DRAIN LINE FUTURE REPAIR ACTIVITIES.,,,,,,,,,,,,,,,,,,,,,,,,,
270,199702,1-P,,,02/04/1997 00:00:00,F,0,A,5,,HA,VALVEX,POWER REDUCTION DUE TO ELECTRICAL GENERATOR HYDROGEN COOLER VALVE FAILED CLOSED.,,,,,,,,,,,,,,,,,,,,,,,,,
270,199702,2-P,,,02/04/1997 00:00:00,F,0,A,5,,HA,VALVEX,POWER REDUCTION DUE TO SEPARATOR REHEATER CHECKOUTS.,,,,,,,,,,,,,,,,,,,,,,,,,
270,199704,4-P,,,04/22/1997 00:00:00,F,0,A,5,,CB,XXXXXX,POWER REDUCTION TO INVESTIGATE REACTOR COOLANT SYSTEM LEAKAGE.,,,,,,,,,,,,,,,,,,,,,,,,,
270,199704,3,,,04/22/1997 00:00:00,F,203.2,A,1,,CB,PIPEXX,REPAIR WELD LEAK ON HIGH PRESSURE INJECTION LINE.,,,,,,,,,,,,,,,,,,,,,,,,,
270,199705,3,,,04/22/1997 00:00:00,F,567.3,A,4,,CB,PIPEXX,REPAIR WELD LEAK ON HIGH PRESSURE INJECTION LINE.,,,,,,,,,,,,,,,,,,,,,,,,,
270,199705,5-P,,,05/24/1997 00:00:00,F,0,A,9,,ZZ,XXXXXX,POWER HOLD FOR SHIFT TURNOVER.,,,,,,,,,,,,,,,,,,,,,,,,,
270,199705,6-P,,,05/24/1997 00:00:00,F,0,A,9,,HJ,PUMPXX,"POWER HOLD TO PLACE ""D"" HEATER DRAIN PUMP IN-SERVICE.",,,,,,,,,,,,,,,,,,,,,,,,,
270,199705,7-P,,,05/24/1997 00:00:00,F,0,A,9,,HH,PUMPXX,"POWER HOLD FOR ""2B"" MAIN FEEDWATER PUMP.",,,,,,,,,,,,,,,,,,,,,,,,,
270,199706,9-P,,,06/25/1997 00:00:00,F,0,A,5,,SA,XXXXXX,POWER REDUCTION FOR REACTOR BUILDING ENTRY TO INSPECT INSULATION.,,,,,,,,,,,,,,,,,,,,,,,,,
270,199707,4,,,07/06/1997 00:00:00,F,40.3,A,3,,HA,TURBIN,REACTOR/TURBINE TRIP DUE TO GENERATOR VOLTAGE REGULATOR.,,,,,,,,,,,,,,,,,,,,,,,,,
270,199707,12-P,,,07/08/1997 00:00:00,F,0,A,9,,HB,VALVEX,POWER HOLD TO INVESTIGATE CONTROL PROBLEMS WITH MOISTURE SEPARATOR DRAIN TANK CONTROL VALVE.,,,,,,,,,,,,,,,,,,,,,,,,,
270,199709,5,,,09/04/1997 00:00:00,F,157.9,A,1,,CF,VALVEX,REPAIR 2LP-1 VALVE LEAK ON DECAY HEAT REMOVAL SYSTEM.,,,,,,,,,,,,,,,,,,,,,,,,,
270,199805,2,,,05/15/1998 00:00:00,F,111.4,A,9,,CH,HTEXCH,4.64 DAY OUTAGE DELAY DUE TO STEAM GENERATOR TUBE PLUG LEAK.,,,,,,,,,,,,,,,,,,,,,,,,,
270,199805,3,,,05/20/1998 00:00:00,F,24,A,9,,HA,ELECON,1 DAY OUTAGE DELAY DUE TO CONTROL ROD DRIVE SYSTEM PROBLEMS.,,,,,,,,,,,,,,,,,,,,,,,,,
270,199805,4,,,05/21/1998 00:00:00,F,72,A,9,,RB,CRDRVE,3DAY OUTAGE DELAY DUE TO CONTROL ROD DRIVE SYSTEM PROBLEMS.,,,,,,,,,,,,,,,,,,,,,,,,,
270,199902,1,,,02/23/1999 00:00:00,F,93.1,A,1,,,,STEAM GENERATOR RISER RING LEAK,,,,,,,,,,,,,,,,,,,,,,,,,
270,199902,2,,,02/28/1999 00:00:00,F,3.3,A,3,,,,TURBINE/REACTOR TRIP DUE TO MAIN TURBINE CONTROL VALVES RAMPING CLOSED.,,,,,,,,,,,,,,,,,,,,,,,,,
270,199903,2,,,02/28/1999 00:00:00,F,41.5,A,4,,,,TURBINE/REACTOR TRIP DUE TO MAIN TURBINE CONTROL VALVES RAMPING CLOSED.,,,,,,,,,,,,,,,,,,,,,,,,,
270,200109,3,,,09/29/2001 00:00:00,S,44.2,A,1,,,,REPAIR GENERATOR PHASE BUS DISCONNECTS.,,,,,,,,,,,,,,,,,,,,,,,,,
270,200110,3,,,09/29/2001 00:00:00,S,15.8,A,4,,,,REPAIR GENERATOR PHASE BUS DISCONNECTS.,,,,,,,,,,,,,,,,,,,,,,,,,
270,200211,2,,,11/12/2002 00:00:00,S,269.73,A,1,,,,OUTAGE DELAY OF 11.24 DAYS DUE TO REACTOR VESSEL HEAD CONTROL ROD DRIVE MECHANISM PENETRATION REPAIRS.,,,,,,,,,,,,,,,,,,,,,,,,,
270,201410,1,,10/14/2014 00:21:00,10/14/2014 00:00:00,S,49.15,A,1,,,,This mid-cycle shutdown was planned/scheduled in order to replace CRD cooling fans that had all failed over the course of the cycle.,,,,,,,,,,,,,,,,,,,,,,,,,
270,201507,2,,07/26/2015 02:45:00,07/26/2015 00:00:00,F,46.08,A,1,,,,Unit 2 midcycle shutdown due to dropped Rod 6-1.,,,,,,,,,,,,,,,,,,,,,,,,,
271,200507,05-01,,,07/25/2005 00:00:00,F,71.12,A,3,,,,A BROKEN ELECTRICAL INSULATOR IN THE SWITCHYARD CAUSED A FULL LOAD REJECT AND AUTOMATIC SCRAM.  THE INSULATOR WAS REPLACED AND THE PLANT RETURNED TO SERVICE.,,,,,,,,,,,,,,,,,,,,,,,,,
